auctionid,item,auction_type,price,estimated_market_value,winner,runner_up,winner_bid,runner_up_bid,winner_strategy,runner_up_strategy,winner_payoff,runner_up_payoff
3024676416,Palm Pilot M515 PDA,7 day auction,237.5,231.5,postbugoldi,1982msu,237.5,235.0,Late,Late,0.0,0.0
3024680777,Palm Pilot M515 PDA,3 day auction,215.0,231.5,tomheel,csekhar001,215.0,200.0,Late,Early,16.5,0.0
3024707992,Palm Pilot M515 PDA,7 day auction,242.5,231.5,dmayad,tim6151,242.5,240.0,Late,Late,0.0,0.0
3024799631,Palm Pilot M515 PDA,7 day auction,255.0,231.5,kagsag5,snugrl,255.0,250.0,Late,Late,0.0,0.0
3024823511,Palm Pilot M515 PDA,7 day auction,237.5,231.5,corinthiandibl,terryhalfmoonbay,237.5,235.0,Late,Late,0.0,0.0
3024854454,Palm Pilot M515 PDA,3 day auction,212.5,231.5,sue0821,hytwong,212.5,210.0,Late,Late,19.0,0.0
3024889230,Palm Pilot M515 PDA,7 day auction,261.0,231.5,ls7100,tim6151,261.0,260.0,Late,Late,0.0,0.0
3024895548,Palm Pilot M515 PDA,3 day auction,242.51,231.5,babatso,wreckdivercr,242.51,240.01,Late,Late,0.0,0.0
3024918848,Palm Pilot M515 PDA,7 day auction,255.0,231.5,progess,jbd1006,255.0,250.0,Late,Late,0.0,0.0
3024953755,Palm Pilot M515 PDA,7 day auction,240.07,231.5,snugrl,t-monty,240.07,237.57,Late,Late,0.0,0.0
3024980031,Palm Pilot M515 PDA,7 day auction,247.5,231.5,dao35dao,hudson32700,247.5,245.0,Late,Late,0.0,0.0
3024980402,Palm Pilot M515 PDA,5 day auction,222.5,231.5,sjweimer,g8ueyb,222.5,220.0,Late,Late,9.0,0.0
3025106904,Palm Pilot M515 PDA,3 day auction,217.5,231.5,chun0511,cashxxxx,217.5,215.0,Late,Late,14.0,0.0
3025133084,Palm Pilot M515 PDA,7 day auction,232.5,231.5,jbd1006,nst2@aol.com,232.5,230.0,Late,Late,0.0,0.0
3025160117,Palm Pilot M515 PDA,3 day auction,200.0,231.5,ncoppero,cashxxxx,200.0,200.0,Late,Early,31.5,0.0
3025212496,Palm Pilot M515 PDA,3 day auction,200.0,231.5,ncoppero,cashxxxx,200.0,199.99,Early,Late,31.5,0.0
3025232103,Palm Pilot M515 PDA,3 day auction,202.49,231.5,sbnmahoney,cashxxxx,202.49,199.99,Late,Late,29.00999999999999,0.0
3025263643,Palm Pilot M515 PDA,3 day auction,190.0,231.5,warrencheryl,puma6784,190.0,187.5,Late,Late,41.5,0.0
3025266581,Palm Pilot M515 PDA,7 day auction,222.5,231.5,eromalac,nst2@aol.com,222.5,220.0,Late,Late,9.0,0.0
3025307344,Palm Pilot M515 PDA,3 day auction,178.0,231.5,ppgrega,kevo11kevo1111,178.0,177.77,Late,Late,53.5,0.0
3025307420,Palm Pilot M515 PDA,3 day auction,182.5,231.5,davidlakeusa,cknig,182.5,180.0,Late,Late,49.0,0.0
3025370463,Palm Pilot M515 PDA,7 day auction,237.5,231.5,murator,coachribs,237.5,235.0,Late,Late,0.0,0.0
3025373736,Palm Pilot M515 PDA,7 day auction,227.5,231.5,grohde56,coachribs,227.5,225.0,Late,Late,4.0,0.0
3025433808,Palm Pilot M515 PDA,3 day auction,197.5,231.5,voodoolou,cashxxxx,197.5,195.0,Late,Early,34.0,0.0
3025453701,Palm Pilot M515 PDA,3 day auction,206.0,231.5,willieg01,cashxxxx,206.0,203.5,Late,Late,25.5,0.0
3025473203,Palm Pilot M515 PDA,7 day auction,210.0,231.5,jrr2020,edmo52,210.0,209.0,Late,Late,21.5,0.0
3025486868,Palm Pilot M515 PDA,7 day auction,230.5,231.5,disneyduo,edmo52,230.5,228.0,Late,Late,1.0,0.0
3025507248,Palm Pilot M515 PDA,3 day auction,195.5,231.5,buzzengineer1,bradwalls,195.5,193.0,Late,Late,36.0,0.0
3025598612,Palm Pilot M515 PDA,3 day auction,209.5,231.5,davidjoeklein@hotmail.com,brettsreality,209.5,207.0,Late,Late,22.0,0.0
3025604983,Palm Pilot M515 PDA,3 day auction,265.0,231.5,bestseller_1996,kagsag5,265.0,260.0,Late,Late,0.0,0.0
3025655397,Palm Pilot M515 PDA,3 day auction,197.5,231.5,jwntb,drnguyen23,197.5,195.0,Late,Late,34.0,0.0
3025656717,Palm Pilot M515 PDA,3 day auction,224.01,231.5,dicetrader,wadl1199,224.01,221.51,Late,Late,7.490000000000009,0.0
3025665574,Palm Pilot M515 PDA,5 day auction,250.0,231.5,twins9597,dreama363,250.0,250.0,Late,Late,0.0,0.0
3025671430,Palm Pilot M515 PDA,3 day auction,245.0,231.5,ladykeys,wfmacii,245.0,245.0,Late,Late,0.0,0.0
3025677685,Palm Pilot M515 PDA,3 day auction,202.5,231.5,justinhieu,lpete57,202.5,200.0,Late,Late,29.0,0.0
3025778593,Palm Pilot M515 PDA,3 day auction,225.01,231.5,criswong2,picklefina,225.01,225.0,Late,Late,6.490000000000009,0.0
3025778985,Palm Pilot M515 PDA,3 day auction,229.51,231.5,mattpbrooks,picklefina,229.51,227.01,Late,Late,1.990000000000009,0.0
3025836567,Palm Pilot M515 PDA,3 day auction,190.5,231.5,kent_hug,roloconsulting,190.5,188.0,Late,Late,41.0,0.0
3025885755,Palm Pilot M515 PDA,3 day auction,203.5,231.5,acrosa,dwill86333,203.5,201.0,Late,Late,28.0,0.0
3026102735,Palm Pilot M515 PDA,3 day auction,197.5,231.5,dwill86333,cashxxxx,197.5,195.0,Late,Late,34.0,0.0
3026299552,Palm Pilot M515 PDA,3 day auction,212.5,231.5,ryangard1977@netscape.net,haha1212,212.5,210.0,Late,Late,19.0,0.0
3026374373,Palm Pilot M515 PDA,3 day auction,192.51,231.5,bouqui2000,kbgraf,192.51,190.01,Late,Late,38.99000000000001,0.0
3406945791,Palm Pilot M515 PDA,7 day auction,232.5,231.5,jaguarhw,robb1069,232.5,230.0,Late,Late,0.0,0.0
3410601613,Palm Pilot M515 PDA,3 day auction,257.0,231.5,davenau,daleydn,257.0,252.0,Late,Late,0.0,0.0
8211480551,Xbox game console,7 day auction,311.6,123.15,wrufai1,pkfury,311.6,306.6,Late,Late,0.0,0.0
8211763485,Xbox game console,7 day auction,139.3,123.15,waxhawsam,lonewolf08068,139.3,136.8,Late,Late,0.0,0.0
8211851222,Xbox game console,7 day auction,161.0,123.15,ojigun,jardo02,161.0,160.0,Late,Late,0.0,0.0
8212110388,Xbox game console,7 day auction,61.0,123.15,sherin208,alarpi,61.0,60.0,Late,Late,62.150000000000006,0.0
8212116757,Xbox game console,7 day auction,167.5,123.15,p_man117,jya2003,167.5,165.0,Late,Late,0.0,0.0
8212122220,Xbox game console,7 day auction,100.0,123.15,wireguy72,gladimacowgirl,100.0,100.0,Late,Late,23.150000000000006,0.0
8212135847,Xbox game console,7 day auction,126.0,123.15,joshuatalbott24,p_man117,126.0,125.0,Late,Late,0.0,0.0
8212140993,Xbox game console,7 day auction,306.0,123.15,justchilling35,loraron513,306.0,301.0,Late,Late,0.0,0.0
8212143601,Xbox game console,7 day auction,167.5,123.15,drew32fb,unique82me,167.5,165.0,Late,Late,0.0,0.0
8212145833,Xbox game console,7 day auction,132.5,123.15,mhartman0515,unique82me,132.5,130.0,Late,Late,0.0,0.0
8212157034,Xbox game console,7 day auction,152.5,123.15,djnoeproductions,westga33,152.5,150.0,Late,Late,0.0,0.0
8212165593,Xbox game console,7 day auction,142.5,123.15,davidbresler2,oldskool988,142.5,140.0,Late,Late,0.0,0.0
8212170033,Xbox game console,7 day auction,125.0,123.15,ashcj,lonewolf08068,125.0,122.5,Late,Late,0.0,0.0
8212182237,Xbox game console,7 day auction,112.5,123.15,aceman7358,chinaualnarran,112.5,110.0,Early,Late,10.650000000000006,0.0
8212183207,Xbox game console,7 day auction,100.5,123.15,aoprescott,alsald,100.5,100.01,Late,Late,22.650000000000006,0.0
8212198987,Xbox game console,7 day auction,157.5,123.15,flamevt,mesamirage,157.5,155.0,Late,Late,0.0,0.0
8212236671,Xbox game console,7 day auction,96.0,123.15,lawitemsandetc,bigmanz2004,96.0,95.0,Late,Late,27.150000000000006,0.0
8212237522,Xbox game console,7 day auction,102.5,123.15,4687daisy,truespace713,102.5,100.0,Late,Early,20.650000000000006,0.0
8212248443,Xbox game console,7 day auction,82.02,123.15,jj_idaho,bluebob_6,82.02,81.02,Late,Late,41.13000000000001,0.0
8212264580,Xbox game console,7 day auction,127.51,123.15,alsald,damch47d,127.51,125.01,Late,Late,0.0,0.0
8212268905,Xbox game console,7 day auction,130.0,123.15,scotches_2,meganliz89,130.0,127.5,Late,Late,0.0,0.0
8212272351,Xbox game console,7 day auction,125.0,123.15,vt_james,dbecerraii,125.0,125.0,Late,Late,0.0,0.0
8212277835,Xbox game console,7 day auction,152.5,123.15,rockyg418,jjscoug,152.5,150.0,Late,Late,0.0,0.0
8212339045,Xbox game console,7 day auction,177.5,123.15,glasgow3219,dpbspb,177.5,175.0,Late,Late,0.0,0.0
8212359174,Xbox game console,7 day auction,222.5,123.15,zachkohn,dtoler69,222.5,220.0,Late,Late,0.0,0.0
8212381867,Xbox game console,7 day auction,81.0,123.15,spiculichos,cichlidhead,81.0,80.0,Late,Late,42.150000000000006,0.0
8212408545,Xbox game console,7 day auction,202.5,123.15,bunnyfluf,countryfish25,202.5,200.0,Late,Late,0.0,0.0
8212441657,Xbox game console,7 day auction,81.99,123.15,julianne117,mn_mods,81.99,80.99,Late,Late,41.16000000000001,0.0
8212530768,Xbox game console,7 day auction,90.0,123.15,essarios187,deby0021,90.0,89.0,Late,Late,33.150000000000006,0.0
8212590929,Xbox game console,5 day auction,152.5,123.15,clspeak,stretch415,152.5,150.0,Late,Late,0.0,0.0
8212591610,Xbox game console,7 day auction,114.5,123.15,davice11,42179odie,114.5,112.0,Late,Late,8.650000000000006,0.0
8212602164,Xbox game console,7 day auction,212.5,123.15,jonkocinski,jecker24,212.5,210.0,Late,Late,0.0,0.0
8212610170,Xbox game console,7 day auction,133.04,123.15,tchick4270,travelicurn14,133.04,132.5,Late,Late,0.0,0.0
8212610485,Xbox game console,7 day auction,33.0,123.15,galvestontx77568,minipc1,33.0,32.0,Late,Late,90.15,0.0
8212629520,Xbox game console,7 day auction,132.55,123.15,streetbllking31,42179odie,132.55,131.0,Late,Late,0.0,0.0
8212631876,Xbox game console,7 day auction,124.49,123.15,drew3559,tcolgrove,124.49,121.99,Late,Late,0.0,0.0
8212635193,Xbox game console,7 day auction,204.11,123.15,mniffin01,convict16,204.11,201.77,Late,Early,0.0,0.0
8212668731,Xbox game console,7 day auction,167.5,123.15,oaverbukh,pooters_mommy,167.5,165.0,Late,Late,0.0,0.0
8212711136,Xbox game console,7 day auction,47.0,123.15,dianehyun,icdbeliever,47.0,46.0,Late,Late,76.15,0.0
8212752835,Xbox game console,5 day auction,71.0,123.15,darklordofhell98,kimn7729,71.0,70.0,Late,Late,52.150000000000006,0.0
8212755285,Xbox game console,7 day auction,182.5,123.15,cancerman1120,toptilly690,182.5,180.0,Late,Late,0.0,0.0
8212760279,Xbox game console,7 day auction,33.1,123.15,lloyd71257,netntguy,33.1,32.1,Late,Late,90.05000000000001,0.0
8212819110,Xbox game console,7 day auction,123.15,123.15,e-seller100,tomatotyler,123.15,120.65,Late,Late,0.0,0.0
8212830525,Xbox game console,5 day auction,501.77,123.15,jajone13,ruthhagerman,501.77,500.0,Late,Late,0.0,0.0
8212839477,Xbox game console,7 day auction,41.0,123.15,just-a-princess,minipc1,41.0,40.0,Late,Late,82.15,0.0
8212848054,Xbox game console,7 day auction,132.5,123.15,deibutfeif,parkinglotnights,132.5,130.0,Late,Late,0.0,0.0
8212869625,Xbox game console,5 day auction,122.5,123.15,bjm42fish,205_dmsdud,122.5,120.0,Late,Late,0.6500000000000057,0.0
8212870695,Xbox game console,7 day auction,122.5,123.15,ems96q,mark12140,122.5,120.0,Late,Late,0.6500000000000057,0.0
8212878941,Xbox game console,7 day auction,51.0,123.15,ashford164,xavior212001,51.0,50.0,Late,Late,72.15,0.0
8212883411,Xbox game console,7 day auction,117.5,123.15,aolbur,obx2adk,117.5,115.0,Late,Late,5.650000000000006,0.0
8212889138,Xbox game console,5 day auction,147.76,123.15,jardo02,sdharring5q7d,147.76,145.26,Late,Late,0.0,0.0
8212896511,Xbox game console,7 day auction,177.5,123.15,glupeperez,javst0,177.5,175.0,Late,Late,0.0,0.0
8212898463,Xbox game console,7 day auction,102.5,123.15,novacliff,theosexmechanes,102.5,100.0,Late,Late,20.650000000000006,0.0
8212899346,Xbox game console,7 day auction,167.5,123.15,hotshit3406e,jazzjake2005,167.5,165.0,Late,Late,0.0,0.0
8212903200,Xbox game console,7 day auction,127.5,123.15,eye_doc65,thatlankyguy03,127.5,125.0,Late,Late,0.0,0.0
8212903781,Xbox game console,7 day auction,142.5,123.15,mophish2,overmind128,142.5,140.0,Late,Late,0.0,0.0
8212944779,Xbox game console,7 day auction,247.5,123.15,mfbyrd73,mark12140,247.5,245.0,Late,Late,0.0,0.0
8212964295,Xbox game console,7 day auction,86.0,123.15,2005winstonc,svincent7,86.0,85.0,Late,Late,37.150000000000006,0.0
8212966887,Xbox game console,7 day auction,102.5,123.15,justwantinaname,giftsamerica,102.5,100.0,Late,Late,20.650000000000006,0.0
8212969221,Xbox game console,7 day auction,49.0,123.15,gerry5921,mn_mods,49.0,48.0,Late,Late,74.15,0.0
8212989463,Xbox game console,7 day auction,127.5,123.15,gte393y,imluke54,127.5,125.0,Early,Late,0.0,0.0
8213013625,Xbox game console,7 day auction,132.52,123.15,mlm1013,cbjamom,132.52,130.02,Late,Late,0.0,0.0
8213034705,Xbox game console,3 day auction,117.5,123.15,daysrus,davidbresler2,117.5,115.0,Late,Late,5.650000000000006,0.0
8213037774,Xbox game console,7 day auction,127.5,123.15,kojakpete,jorgem_16,127.5,125.0,Late,Late,0.0,0.0
8213047071,Xbox game console,7 day auction,116.5,123.15,blakebrockpizza,hankh3557,116.5,114.0,Late,Late,6.650000000000006,0.0
8213049640,Xbox game console,7 day auction,105.0,123.15,mgarrett468,ndgirl74,105.0,102.5,Late,Late,18.150000000000006,0.0
8213058220,Xbox game console,5 day auction,112.5,123.15,danandjax,sdog153,112.5,110.0,Late,Late,10.650000000000006,0.0
8213060420,Xbox game console,3 day auction,120.0,123.15,djnoeproductions,skcardina,120.0,117.5,Late,Late,3.1500000000000057,0.0
8213063145,Xbox game console,5 day auction,106.0,123.15,atdifan,42179odie,106.0,103.5,Late,Late,17.150000000000006,0.0
8213066557,Xbox game console,7 day auction,142.73,123.15,truddell,agrlock,142.73,140.23,Late,Late,0.0,0.0
8213067838,Xbox game console,3 day auction,132.5,123.15,*champaignbubbles*,unique82me,132.5,130.0,Late,Late,0.0,0.0
8213073509,Xbox game console,3 day auction,114.5,123.15,rr6kids,jdubs004,114.5,112.0,Late,Late,8.650000000000006,0.0
8213081560,Xbox game console,7 day auction,405.0,123.15,millrat64,musicloki,405.0,400.0,Late,Late,0.0,0.0
8213082427,Xbox game console,7 day auction,100.0,123.15,mootzin,shaganastic,100.0,100.0,Late,Late,23.150000000000006,0.0
8213085879,Xbox game console,7 day auction,96.0,123.15,toneronetonertwo,bryanc68,96.0,95.0,Late,Late,27.150000000000006,0.0
8213118813,Xbox game console,7 day auction,122.5,123.15,powersp68145,darkaglmax84,122.5,120.0,Late,Late,0.6500000000000057,0.0
8213119950,Xbox game console,3 day auction,100.0,123.15,danasdeals4you,affreu,100.0,100.0,Late,Late,23.150000000000006,0.0
8213122141,Xbox game console,5 day auction,145.0,123.15,**balancedbody4u**,hoedag91,145.0,142.5,Late,Late,0.0,0.0
8213123943,Xbox game console,5 day auction,122.5,123.15,hoedag91,huntsman6711,122.5,120.0,Late,Late,0.6500000000000057,0.0
8213137264,Xbox game console,7 day auction,144.0,123.15,matttamu,beeker1975,144.0,141.5,Late,Late,0.0,0.0
8213162076,Xbox game console,3 day auction,90.0,123.15,damch47d,imaginationqueen,90.0,89.0,Late,Late,33.150000000000006,0.0
8213183841,Xbox game console,3 day auction,96.99,123.15,pmp521,sirector,96.99,95.99,Late,Late,26.16000000000001,0.0
8213188385,Xbox game console,5 day auction,106.5,123.15,jjcck,pjamkeat,106.5,104.0,Late,Late,16.650000000000006,0.0
8213266411,Xbox game console,3 day auction,127.5,123.15,jbeaudoin_qc,rayray2185,127.5,125.0,Late,Late,0.0,0.0
8213266439,Xbox game console,3 day auction,130.0,123.15,mikezor18,sodulguy,130.0,127.5,Late,Late,0.0,0.0
8213267098,Xbox game console,5 day auction,151.0,123.15,tybota,maggie50blue,151.0,150.0,Late,Late,0.0,0.0
8213297233,Xbox game console,3 day auction,141.0,123.15,gnomefury,katherinef7382,141.0,138.5,Late,Late,0.0,0.0
8213305402,Xbox game console,3 day auction,137.5,123.15,cowboysok,42179odie,137.5,135.0,Late,Late,0.0,0.0
8213318286,Xbox game console,3 day auction,132.55,123.15,gameartforyou,wells77,132.55,130.05,Late,Late,0.0,0.0
8213369721,Xbox game console,5 day auction,85.0,123.15,matt4baystuff,nellbear33,85.0,84.99,Late,Late,38.150000000000006,0.0
8213387444,Xbox game console,3 day auction,152.0,123.15,uconnbabydoll1975,rhcs2002,152.0,150.0,Late,Late,0.0,0.0
8213387659,Xbox game console,3 day auction,96.0,123.15,siennawalking,pbuyyala,96.0,95.0,Late,Late,27.150000000000006,0.0
8213403462,Xbox game console,3 day auction,102.5,123.15,kcallah02,sdog153,102.5,100.0,Late,Late,20.650000000000006,0.0
8213472092,Xbox game console,3 day auction,63.0,123.15,palmlumber72,marnet2go,63.0,62.0,Late,Late,60.150000000000006,0.0
8213495915,Xbox game console,5 day auction,112.5,123.15,lyon6909,mmar1080,112.5,110.0,Late,Late,10.650000000000006,0.0
8213504270,Xbox game console,7 day auction,120.0,123.15,houston1295,antifolksky,120.0,118.0,Late,Late,3.1500000000000057,0.0
8213511406,Xbox game console,7 day auction,89.0,123.15,antifolksky,mpierceman,89.0,88.0,Late,Late,34.150000000000006,0.0
8213515739,Xbox game console,7 day auction,202.0,123.15,lord_kinbote,gohitec,202.0,200.0,Late,Late,0.0,0.0
8213702304,Xbox game console,3 day auction,117.5,123.15,silver7777a,robyn1399,117.5,115.0,Late,Late,5.650000000000006,0.0
8213733010,Xbox game console,3 day auction,82.0,123.15,blondy22131,eye_doc65,82.0,81.0,Late,Late,41.150000000000006,0.0
8213759776,Xbox game console,3 day auction,112.5,123.15,cooljen007,analdripageboy,112.5,110.0,Late,Late,10.650000000000006,0.0
8213922989,Xbox game console,3 day auction,93.0,123.15,nicolo136,jonchavez1,92.0,80.0,Late,Early,30.150000000000006,0.0
8213932495,Xbox game console,3 day auction,127.5,123.15,agrlock,sdesanchez,127.5,125.0,Late,Late,0.0,0.0
8213935134,Xbox game console,3 day auction,207.5,123.15,toby2492,c1hantal,207.5,205.0,Late,Late,0.0,0.0
8213956836,Xbox game console,3 day auction,128.5,123.15,manions1003,darth_guaca,128.5,126.0,Late,Late,0.0,0.0
8214275008,Xbox game console,7 day auction,385.0,123.15,gohitec,n_hernandez_lopez,385.0,380.0,Late,Late,0.0,0.0
8214277489,Xbox game console,7 day auction,177.5,123.15,newhabor,ejt59,177.5,175.0,Late,Late,0.0,0.0
8214279576,Xbox game console,7 day auction,96.0,123.15,saulfields,zapped257,96.0,95.0,Late,Late,27.150000000000006,0.0
8214294890,Xbox game console,7 day auction,204.5,123.15,jwalden6857,hotballs8,204.5,202.0,Late,Late,0.0,0.0
8214330322,Xbox game console,7 day auction,117.5,123.15,ikhan3,mcalderon23,117.5,115.0,Late,Late,5.650000000000006,0.0
8214355679,Xbox game console,7 day auction,265.0,123.15,elmerfudd1972,cowgirllucky,265.0,260.0,Late,Late,0.0,0.0
8214364171,Xbox game console,3 day auction,86.0,123.15,susanagovernors05,mattdc1248,86.0,85.0,Late,Late,37.150000000000006,0.0
8214378351,Xbox game console,3 day auction,127.5,123.15,alyreza7786,jahsoldier14,127.5,125.0,Late,Late,0.0,0.0
8214418083,Xbox game console,3 day auction,140.5,123.15,jkfarms1,drigs69,140.5,138.0,Late,Late,0.0,0.0
8214430396,Xbox game console,3 day auction,199.0,123.15,volpendesta,kermitthefrock,199.0,183.0,Late,Late,0.0,0.0
8214435010,Xbox game console,3 day auction,122.5,123.15,kiflayghiorghis,edealer2k,122.5,120.0,Late,Late,0.6500000000000057,0.0
8214435808,Xbox game console,3 day auction,122.5,123.15,darkaglmax84,elai2005,122.5,120.0,Late,Late,0.6500000000000057,0.0
8214733985,Xbox game console,7 day auction,112.5,123.15,teamolsen,shaneomac1101,112.5,110.0,Late,Late,10.650000000000006,0.0
8214735736,Xbox game console,7 day auction,115.5,123.15,fred20,projectmanagerml,115.5,113.0,Late,Late,7.650000000000006,0.0
8214745918,Xbox game console,7 day auction,183.56,123.15,bdietz91,bbberni8,183.56,181.06,Late,Late,0.0,0.0
8214749544,Xbox game console,7 day auction,119.5,123.15,bigoffey,has8284,119.5,117.0,Late,Late,3.6500000000000057,0.0
8214767887,Xbox game console,7 day auction,105.01,123.15,russbetty,bristowram,105.01,105.0,Late,Late,18.14,0.0
8214772603,Xbox game console,7 day auction,142.5,123.15,oklahoma4x4,nalinprabhu,142.5,140.0,Late,Late,0.0,0.0
8214772755,Xbox game console,7 day auction,104.09,123.15,mborne999,picard69alpha,104.09,101.59,Late,Late,19.060000000000002,0.0
8214784050,Xbox game console,7 day auction,31.0,123.15,savant51,grimm_spector,31.0,30.0,Late,Late,92.15,0.0
8214786481,Xbox game console,7 day auction,120.0,123.15,2sockslover,maxsmom411,120.0,118.0,Late,Late,3.1500000000000057,0.0
8214801298,Xbox game console,7 day auction,127.5,123.15,chrisreed52,bijouham3,127.5,125.0,Late,Late,0.0,0.0
8214801302,Xbox game console,7 day auction,40.0,123.15,enclosed_v,alonecd,40.0,39.0,Late,Late,83.15,0.0
8214803514,Xbox game console,7 day auction,127.5,123.15,deft0nes2oo4,sno_oman,127.5,125.0,Late,Late,0.0,0.0
8214823984,Xbox game console,7 day auction,150.0,123.15,rory777_2007,djkjacali,150.0,150.0,Late,Late,0.0,0.0
8214862356,Xbox game console,7 day auction,122.5,123.15,kiflayghiorghis,blai222003,122.5,120.0,Late,Late,0.6500000000000057,0.0
8214864036,Xbox game console,7 day auction,122.5,123.15,nicholsr81,blai222003,122.5,120.0,Late,Late,0.6500000000000057,0.0
8214864154,Xbox game console,7 day auction,89.88,123.15,fayehope1234,bcash5647,89.88,88.88,Late,Late,33.27000000000001,0.0
8214889177,Xbox game console,7 day auction,90.01,123.15,gpgtpse,baylorjeep,90.01,90.0,Late,Late,33.14,0.0
8214917158,Xbox game console,5 day auction,107.5,123.15,brit_coll,summerfox2004,107.5,105.0,Late,Late,15.650000000000006,0.0
8214999031,Xbox game console,5 day auction,152.5,123.15,vaughn48134,lvnvcars,152.5,150.0,Late,Late,0.0,0.0
8215000309,Xbox game console,5 day auction,127.5,123.15,psi12345,kiflayghiorghis,127.5,125.0,Late,Late,0.0,0.0
8215001975,Xbox game console,5 day auction,127.5,123.15,nguyenkc213,bloodfangv2,127.5,125.0,Late,Late,0.0,0.0
8215125069,Xbox game console,5 day auction,85.07,123.15,gorski630,db3872,85.07,84.07,Late,Late,38.08000000000001,0.0
8215129004,Xbox game console,5 day auction,122.5,123.15,bigjas4u,zaczac32,122.5,120.0,Late,Late,0.6500000000000057,0.0
8215145547,Xbox game console,5 day auction,128.5,123.15,splintercelldgd,alonecd,128.5,126.0,Late,Late,0.0,0.0
8215188105,Xbox game console,5 day auction,132.5,123.15,snowyowlsteve,fortuneboxinc,132.5,130.0,Early,Late,0.0,0.0
8215408023,Xbox game console,3 day auction,91.01,123.15,sailer4eva,kevinb2999,91.01,90.01,Late,Late,32.14,0.0
8215558653,Xbox game console,3 day auction,135.29,123.15,wattscrew1,bethj1958,135.29,135.0,Late,Late,0.0,0.0
8215571039,Xbox game console,3 day auction,150.0,123.15,analogkidd99,lambonius1,150.0,150.0,Late,Late,0.0,0.0
8215582227,Xbox game console,3 day auction,152.5,123.15,ultimatum_man,tanktabooda,152.5,150.0,Late,Late,0.0,0.0
8215605488,Xbox game console,3 day auction,61.0,123.15,pgauctions,cindyh33,61.0,60.0,Late,Early,62.150000000000006,0.0
8215610555,Xbox game console,3 day auction,35.09,123.15,bebawl,wringo357,35.09,35.0,Late,Late,88.06,0.0
